id,date,description,amount,category
935,2025-07-15,UBER TRIP 3966,74.01,Transport
936,2025-06-14,HULU 1487068,12.43,Entertainment
937,2026-01-23,PHYSICAL THERAPY 2587,306.66,Healthcare
938,2026-01-22,NETFLIX.COM,24.54,Entertainment
939,2025-11-14,APPLE.COM/BILL,301.45,Shopping
940,2025-07-16,PRET A MANGER 441,71.62,Food
941,2025-11-03,NIKE.COM 12765289,176.08,Shopping
942,2026-02-14,AMTRAK TKT 519358,108.59,Transport
943,2026-04-24,STUDY.COM 125674,279.98,Education
944,2025-07-22,BP FUEL 9907,31.35,Transport
945,2025-11-08,EVENTBRITE 772785,32.57,Entertainment
946,2025-06-14,H&M #5510,157.59,Shopping
947,2025-06-29,H&M #2203,323.81,Shopping
948,2025-10-05,CHIPOTLE 8207,64.23,Food
949,2026-01-11,VERIZON WIRELESS,190.01,Utilities
950,2025-12-16,LANDLORD TRANSFER 504481,763.54,Housing
951,2025-06-02,COURSERA SUB 142473,252.03,Education
952,2025-11-13,SPECTRUM 95587,50.33,Utilities
953,2025-12-19,COURSERA SUB 501917,562.98,Education
954,2026-03-11,BURGER KING #77180,22.07,Food
955,2026-03-12,ENTERPRISE RENT-A-CAR 0392,77.34,Transport
956,2026-03-11,GAS UTILITY 81312,144.16,Utilities
957,2025-06-30,EBAY PURCHASE 57043315,258.11,Shopping
958,2026-03-04,HBO MAX 802714,44.14,Entertainment
959,2025-10-11,TOTAL GAS 3280,115.98,Transport
960,2025-12-22,MACYS #0633,150.52,Shopping
961,2026-04-12,PEST CONTROL 8105,1574.89,Housing
962,2025-12-21,WENDYS #5650,33.54,Food
963,2026-02-02,WATER UTILITY 67908,129.76,Utilities
964,2025-08-09,SOLAR PANEL PMT 75705,187.89,Utilities
965,2025-10-13,TRUE VALUE HW 500,1827.17,Housing
966,2025-08-09,PAYMENT 722395,199.93,Ambiguous
967,2025-07-19,COX COMM 83692,80.55,Utilities
968,2025-10-10,DIRECTV 540193,173.12,Utilities
969,2026-03-27,TACO BELL #3259,75.9,Food
970,2026-05-10,TRASH PICKUP 3355,221.65,Utilities
971,2025-07-16,GNC SUPPLEMENT 6373,110.02,Healthcare
972,2025-06-06,TRASH PICKUP 7935,151.95,Utilities
973,2026-04-19,PIZZA HUT 4132,59.58,Food
974,2026-01-29,CHIROPRACTOR 1235,332.82,Healthcare
975,2026-03-18,ETSY INC 5020970,189.32,Shopping
976,2025-07-30,EXXON #9671,53.35,Transport
977,2025-05-30,HOSPITAL BILL 282498,209.36,Healthcare
978,2025-08-08,PARKRIGHT 60602,52.7,Transport
979,2025-08-08,PP*117595749,113.45,Ambiguous
980,2025-08-25,KFC #882,37.31,Food
981,2025-12-28,SECURITY DEPOSIT 51702,1538.52,Housing
982,2026-02-20,MINT MOBILE 72829,235.67,Utilities
983,2025-06-07,MASTERCLASS SUB,622.52,Education
984,2025-09-16,ZARA 7770,226.52,Shopping
985,2025-11-12,COMMUNITY COLLEGE 5779,422.77,Education
986,2026-04-20,VISION CENTER #271,488.42,Healthcare
987,2025-09-09,PP*476775372,75.45,Ambiguous
988,2026-05-13,NORDSTROM #7435,257.72,Shopping
989,2025-08-28,CHEVRON 4654,12.26,Transport
990,2025-06-10,LYFT *RIDE 29667,141.8,Transport
991,2025-10-06,ZARA 8926,13.08,Shopping
992,2025-10-04,TWITCH.TV SUB 89786,12.95,Entertainment
993,2026-01-07,SHERWIN WILLIAMS 3741,345.76,Housing
994,2025-12-01,LOWES #7711,844.44,Housing
995,2025-06-24,DUNKIN #0272,65.95,Food
996,2025-10-18,KFC #253,43.86,Food
997,2025-07-26,CENTURYLINK 091843,189.55,Utilities
998,2025-05-21,WENDYS #7879,45.13,Food
999,2026-04-11,NIKE.COM 50643171,361.66,Shopping
1000,2026-01-22,CITY MEDICAL CTR 6492,73.49,Healthcare
1001,2026-03-01,WALMART #0586,324.16,Shopping
1002,2025-12-26,DUNKIN #8892,58.07,Food
1003,2025-09-07,DIRECTV 294562,80.97,Utilities
1004,2025-11-01,DISNEY+ 1097921,29.2,Entertainment
1005,2025-08-06,LOWES #3626,1117.58,Housing
1006,2025-12-10,LINKEDIN LRN 304891,397.65,Education
1007,2025-05-24,BURGER KING #8721,79.54,Food
1008,2026-05-07,LANDLORD TRANSFER 940701,782.82,Housing
1009,2026-03-10,SHEIN ORDER 7519102,37.45,Shopping
1010,2025-12-04,SCHOOL SUPPLIES 4976,456.0,Education
1011,2025-07-20,CITY BUS PASS 782,116.75,Transport
1012,2026-02-22,PLUMBER SVC 7653,1166.01,Housing
1013,2025-09-22,UBER EATS 01401,13.92,Food
1014,2025-10-21,AMAZON.COM*257627023,388.43,Shopping
1015,2025-06-30,HOSPITAL BILL 127474,191.21,Healthcare
1016,2026-05-02,LOCAL BAKERY 271,31.05,Food
1017,2026-02-02,PLURALSIGHT 3631462,696.93,Education
1018,2026-03-27,HBO MAX 731121,46.4,Entertainment
1019,2025-06-09,SEWAGE SVC 0170,226.71,Utilities
1020,2026-02-25,AUDIBLE CHARGE,38.61,Entertainment
1021,2026-05-04,APARTMENT FEES 5161,1082.16,Housing
1022,2026-04-22,AETNA COPAY 96784,187.71,Healthcare
1023,2025-07-04,DENTAL OFFICE 3000,277.85,Healthcare
1024,2026-02-23,UNIQLO 8568,153.92,Shopping
1025,2026-04-02,SECURITY DEPOSIT 66711,1375.08,Housing
1026,2025-06-22,DR NGUYEN MD 5902,33.15,Healthcare
1027,2026-04-11,AMTRAK TKT 106513,103.62,Transport
1028,2025-12-29,METRO TRANSIT 67426,111.36,Transport
1029,2026-03-21,APARTMENT FEES 5900,1525.08,Housing
1030,2025-11-30,CODECADEMY PRO,53.96,Education
1031,2025-09-17,PEARSON EBOOK 734151,130.72,Education
1032,2025-05-29,CHIROPRACTOR 1627,288.73,Healthcare
1033,2026-01-18,SKILLSHARE PMT 60310,80.63,Education
1034,2025-11-27,WAYFAIR ORDER 4870494,616.21,Housing
1035,2026-01-22,LOCAL BAKERY 766,58.07,Food
1036,2025-07-06,LOWES #4577,1617.94,Housing
1037,2025-05-30,MENARDS #2330,1794.87,Housing
1038,2026-02-13,WALGREENS #9141,93.29,Healthcare
1039,2025-10-12,HOSPITAL BILL 613684,243.63,Healthcare
1040,2025-06-04,URGENT CARE 3178,69.43,Healthcare
1041,2025-05-24,POS PURCHASE 19947,273.15,Ambiguous
1042,2026-04-29,PRET A MANGER 870,51.08,Food
1043,2025-06-15,CHIROPRACTOR 2767,50.39,Healthcare
1044,2026-03-07,SPECTRUM 56213,247.47,Utilities
1045,2025-12-20,CIGNA PREMIUM 65883,26.48,Healthcare
1046,2025-10-20,CODECADEMY PRO,30.11,Education
1047,2025-07-30,SHELL PETROL STN 124,53.74,Transport
1048,2025-09-19,HERTZ #85977,93.89,Transport
1049,2025-05-27,AUDIBLE CHARGE,47.84,Entertainment
1050,2026-03-05,HOA FEE 3993,1628.71,Housing
1051,2026-05-04,PEST CONTROL 9194,1703.7,Housing
1052,2025-08-08,H&M #0563,332.63,Shopping
1053,2025-07-02,COMMUNITY COLLEGE 9195,507.17,Education
1054,2025-07-22,MCDONALDS #29034,40.56,Food
1055,2025-12-14,SEWAGE SVC 5840,199.99,Utilities
1056,2025-05-24,BP FUEL 9617,20.73,Transport
1057,2026-02-17,METRO TRANSIT 90983,143.63,Transport
1058,2026-03-20,WALGREENS #3429,167.35,Healthcare
1059,2026-02-23,MENARDS #3152,691.91,Housing
1060,2026-04-19,BEST BUY #8909,397.75,Shopping
1061,2025-10-28,UNIVERSITY TUITION 45892,405.88,Education
1062,2025-12-10,RITE AID #5111,474.52,Healthcare
1063,2025-10-23,METRO TRANSIT 62636,10.69,Transport
1064,2025-12-15,NORDSTROM #4430,162.5,Shopping
1065,2026-04-18,STUDENT LOAN PMT 510463,537.13,Education
1066,2025-12-18,SPECTRUM 16592,153.87,Utilities
1067,2025-12-01,UNIVERSITY TUITION 15717,253.12,Education
1068,2025-10-02,MASTERCLASS SUB,549.0,Education
1069,2026-01-18,HEALTH INS PMT 31441,389.73,Healthcare
1070,2026-04-17,RENT PMT APR 2883,614.17,Housing
1071,2026-01-30,LYFT *RIDE 79508,34.16,Transport
1072,2025-08-04,DENTAL OFFICE 5913,87.87,Healthcare
1073,2025-09-08,MORTGAGE PMT 23570,1159.51,Housing
1074,2026-04-03,AT&T BILL 932480,56.71,Utilities
1075,2025-11-01,DEBIT CARD 482012,38.54,Ambiguous
1076,2026-03-08,HULU 9255027,37.52,Entertainment
1077,2025-06-08,ADIDAS #084271,59.37,Shopping
1078,2026-01-22,CVS PHARMACY #0116,493.71,Healthcare
1079,2025-11-27,DUOLINGO PLUS,88.48,Education
1080,2025-07-05,COSTCO WHSE #8230,310.1,Shopping
1081,2026-01-28,SUNOCO #0294,67.5,Transport
1082,2025-07-26,DISNEY+ 1003236,25.79,Entertainment
1083,2026-04-08,UDEMY COURSE 5485741,99.12,Education
1084,2025-09-25,SPOTIFY 40580935,47.83,Entertainment
1085,2025-07-01,HULU 0633016,13.35,Entertainment
1086,2025-09-03,REGAL CINEMA 2043,24.82,Entertainment
1087,2025-07-20,SECURITY DEPOSIT 16995,595.21,Housing
1088,2025-10-18,VISION CENTER #681,418.63,Healthcare
1089,2025-07-30,DISH NETWORK 15134,138.46,Utilities
1090,2026-01-20,PP*693663439,157.46,Ambiguous
1091,2025-11-26,COSTCO WHSE #9040,342.8,Shopping
1092,2026-02-10,SECURITY DEPOSIT 60694,877.68,Housing
1093,2026-03-02,METRO TRANSIT 11718,16.23,Transport
1094,2025-08-22,GOOGLE FI 110919,102.2,Utilities
1095,2025-06-25,TJ MAXX #4384,359.02,Shopping
1096,2026-02-23,UBER EATS 18141,70.56,Food
1097,2025-06-05,CAMPUS BOOKSTORE 5528,382.98,Education
1098,2026-03-03,RITE AID #3157,291.69,Healthcare
1099,2026-05-08,SQ *08581670,186.5,Ambiguous
1100,2025-09-14,NETFLIX.COM,46.66,Entertainment
1101,2025-06-11,PLUMBER SVC 1640,1130.5,Housing
1102,2025-06-02,COURSERA SUB 970527,472.82,Education
1103,2025-11-20,PANERA BREAD 5184,52.45,Food
1104,2026-02-14,LYFT *RIDE 45146,104.8,Transport
1105,2026-03-10,PRET A MANGER 653,37.13,Food
1106,2026-03-29,CIGNA PREMIUM 72320,219.19,Healthcare
1107,2026-04-08,ONLINE PMT 9079388,13.09,Ambiguous
1108,2025-08-31,PARKING METER 9252,139.71,Transport
1109,2025-12-17,MRI CENTER 98570,47.19,Healthcare
1110,2026-01-30,CIGNA PREMIUM 32731,65.25,Healthcare
1111,2025-07-05,AMAZON.COM*723513739,365.16,Shopping
1112,2025-10-03,YOUTUBE PREMIUM,27.63,Entertainment
1113,2025-08-01,UNIQLO 9493,331.48,Shopping
1114,2026-05-01,PEST CONTROL 8160,1146.27,Housing
1115,2025-06-06,VERIZON WIRELESS,204.69,Utilities
1116,2025-12-05,MINT MOBILE 15865,167.12,Utilities
1117,2025-06-24,ENTERPRISE RENT-A-CAR 5793,87.58,Transport
1118,2026-01-16,WALMART #9724,88.91,Shopping
1119,2025-12-20,DUNKIN #6254,6.8,Food
1120,2026-04-18,KOHLS #7863,251.16,Shopping
1121,2026-05-10,PANERA BREAD 8127,53.34,Food
1122,2026-03-01,PLUMBER SVC 6804,767.06,Housing
1123,2026-04-24,SOLAR PANEL PMT 86321,242.9,Utilities
1124,2026-02-07,CODECADEMY PRO,296.89,Education
1125,2026-01-22,BURGER KING #519,22.21,Food
1126,2026-04-27,DUOLINGO PLUS,520.43,Education
1127,2025-12-07,STARBUCKS STORE 6177,79.89,Food
1128,2026-05-02,SQ *30900159,393.02,Ambiguous
1129,2025-05-20,PROPERTY MGMT 9275,1201.86,Housing
1130,2025-09-19,HOSPITAL BILL 309232,380.8,Healthcare
1131,2026-05-01,HOSPITAL BILL 743027,113.44,Healthcare
1132,2025-07-30,CHECKCARD 333721,57.72,Ambiguous
1133,2025-07-29,MASTERCLASS SUB,338.65,Education
1134,2026-01-17,VERIZON WIRELESS,89.81,Utilities
1135,2025-10-09,TICKETMASTER 24936312,17.01,Entertainment
1136,2025-11-29,RECURRING CHG 89992,258.16,Ambiguous
1137,2025-05-24,BEST BUY #2402,239.65,Shopping
1138,2026-02-08,TICKETMASTER 16453521,31.5,Entertainment
1139,2025-05-17,WASTE MGMT 96348,88.25,Utilities
1140,2025-07-24,PARKRIGHT 26752,50.85,Transport
1141,2025-10-13,POS PURCHASE 64236,229.28,Ambiguous
1142,2026-03-01,MORTGAGE PMT 03678,377.26,Housing
1143,2026-03-17,GRUBHUB ORDER 308536,64.85,Food
1144,2025-09-20,TESLA SUPERCHARGER 7562,101.96,Transport
1145,2026-02-26,LANDLORD TRANSFER 065333,703.56,Housing
1146,2026-01-27,PIZZA HUT 0305,16.67,Food
1147,2026-03-01,LOCAL BAKERY 608,33.01,Food
1148,2025-12-11,HBO MAX 038505,5.29,Entertainment
1149,2025-07-31,LABCORP 0999347,231.32,Healthcare
1150,2025-10-17,PARKRIGHT 66024,139.7,Transport
1151,2026-05-03,BOOKING.COM 1406029,1573.23,Housing
1152,2025-11-21,GRUBHUB ORDER 086376,44.15,Food
1153,2025-11-09,KFC #9980,78.19,Food
1154,2025-12-02,COMMUNITY COLLEGE 3960,453.48,Education
1155,2026-01-14,AUDIBLE CHARGE,16.02,Entertainment
1156,2026-03-09,SKILLSHARE PMT 04729,122.1,Education
1157,2025-08-30,UNIVERSITY TUITION 34123,759.12,Education
1158,2025-07-15,EBAY PURCHASE 08677133,379.42,Shopping
1159,2025-11-19,DUOLINGO PLUS,708.32,Education
1160,2025-11-24,ESPN+ SUBSCRIPTION,29.55,Entertainment
1161,2025-11-15,JUST EAT 911918,8.97,Food
1162,2025-09-28,AMAZON MKTPLACE 12095790,79.23,Shopping
1163,2025-08-09,CHEVRON 4648,84.25,Transport
1164,2025-12-15,DIRECTV 228277,190.98,Utilities
1165,2026-04-24,UBER EATS 66046,54.04,Food
1166,2025-08-24,CITY MEDICAL CTR 6914,498.02,Healthcare
1167,2025-09-08,APPLE.COM/BILL,67.07,Shopping
1168,2025-09-02,MACYS #5733,80.3,Shopping
1169,2026-03-12,MCDONALDS #3347,23.44,Food
1170,2026-01-01,DEBIT CARD 606014,25.07,Ambiguous
1171,2025-08-08,SPECTRUM 09481,172.1,Utilities
1172,2026-03-31,EBAY PURCHASE 61122338,377.05,Shopping
1173,2026-02-24,SKILLSHARE PMT 46398,667.79,Education
1174,2025-07-16,CHIROPRACTOR 1117,193.15,Healthcare
1175,2025-08-10,NORDSTROM #0533,383.88,Shopping
1176,2026-03-17,AMC THEATRES #9140,48.1,Entertainment
1177,2026-04-03,STEAM GAMES 17545588,26.44,Entertainment
1178,2025-10-12,LOWES #6997,1070.06,Housing
1179,2025-06-04,PARKRIGHT 61853,134.7,Transport
1180,2025-08-29,PLUMBER SVC 6924,340.52,Housing
1181,2025-10-23,AIRBNB RESERVATION 34624751,1438.53,Housing
1182,2026-02-12,SPOTIFY 49825449,30.65,Entertainment
1183,2025-12-13,AETNA COPAY 88725,381.16,Healthcare
1184,2026-02-01,AMTRAK TKT 323035,33.93,Transport
1185,2025-11-21,NORDSTROM #1229,395.25,Shopping
1186,2025-07-04,RECURRING CHG 88192,47.19,Ambiguous
1187,2025-08-02,AMAZON.COM*542573066,231.83,Shopping
1188,2025-06-25,UDEMY COURSE 4985172,472.06,Education
1189,2025-10-01,WAYFAIR ORDER 8763290,543.25,Housing
1190,2026-05-06,PEST CONTROL 2827,1380.35,Housing
1191,2025-06-04,COMCAST #82723,91.24,Utilities
1192,2026-02-12,SOLAR PANEL PMT 81172,161.96,Utilities
1193,2025-10-07,DISH NETWORK 59928,216.07,Utilities
1194,2025-11-28,WALMART #8926,214.29,Shopping
1195,2025-06-13,KINDLE STORE 284395,14.78,Entertainment
1196,2025-09-23,LABCORP 9673938,404.12,Healthcare
1197,2026-05-07,ADIDAS #916247,323.8,Shopping
1198,2026-03-11,SKILLSHARE PMT 23724,586.26,Education
1199,2025-08-01,PAYMENT 895326,421.18,Ambiguous
1200,2026-04-09,DOMINOS PIZZA 206,52.26,Food
1201,2026-04-02,CITY MEDICAL CTR 0470,319.7,Healthcare
1202,2026-01-25,DR JONES MD 9348,395.61,Healthcare
1203,2025-11-07,LINKEDIN LRN 355449,81.71,Education
1204,2025-10-21,PANERA BREAD 7700,43.05,Food
1205,2026-05-08,STUDY.COM 197400,64.19,Education
1206,2026-03-31,DISH NETWORK 92959,36.5,Utilities
1207,2025-11-01,PIZZA HUT 0237,34.59,Food
1208,2026-02-07,CENTURYLINK 104091,187.01,Utilities
1209,2025-07-28,VERIZON WIRELESS,104.84,Utilities
1210,2025-08-04,TWITCH.TV SUB 92587,40.36,Entertainment
1211,2026-04-23,PLURALSIGHT 8153523,756.33,Education
1212,2025-06-14,PROPERTY MGMT 9805,804.4,Housing
1213,2026-01-13,EDX COURSE 252145,317.41,Education
1214,2026-03-22,DEBIT CARD 521962,419.92,Ambiguous
1215,2026-01-03,WAYFAIR ORDER 2652735,1877.41,Housing
1216,2026-03-02,WASTE MGMT 06120,85.21,Utilities
1217,2026-02-13,WASTE MGMT 83607,229.69,Utilities
1218,2025-11-25,LYFT *RIDE 51207,138.17,Transport
1219,2026-02-23,DIRECTV 662961,80.19,Utilities
1220,2025-07-12,WASTE MGMT 46753,51.24,Utilities
1221,2026-03-27,BP FUEL 3136,78.59,Transport
1222,2025-10-15,VISION CENTER #437,471.62,Healthcare
1223,2025-12-23,PLURALSIGHT 5940139,51.09,Education
1224,2026-01-08,MCDONALDS #86863,78.39,Food
1225,2025-10-14,RENT PMT MAY 6660,1414.18,Housing
1226,2025-08-05,DENTAL OFFICE 9390,104.27,Healthcare
1227,2025-07-04,TACO BELL #9291,66.56,Food
1228,2026-03-03,CAMPUS BOOKSTORE 4717,484.13,Education
1229,2025-10-17,GREYHOUND BUS 73820,95.9,Transport
1230,2025-05-26,PP*676164534,182.96,Ambiguous
1231,2025-09-27,DOMINOS PIZZA 871,14.06,Food
1232,2026-01-05,SUBWAY #51863,59.82,Food
1233,2026-01-01,PEARSON EBOOK 224029,514.17,Education
1234,2025-09-14,EXXON #1100,89.21,Transport
1235,2025-08-03,TRANSFER 03142175,42.73,Ambiguous
1236,2025-05-28,LANDLORD TRANSFER 212886,1717.56,Housing
1237,2026-05-07,ELECTRIC BILL 68103,177.32,Utilities
1238,2025-12-03,STUDENT LOAN PMT 519398,656.87,Education
1239,2025-10-05,BEST BUY #0838,139.05,Shopping
1240,2025-09-17,NIKE.COM 31170303,335.86,Shopping
1241,2025-05-16,MCDONALDS #7692,76.01,Food
1242,2025-09-05,AMC THEATRES #4258,17.78,Entertainment
1243,2026-03-06,NIKE.COM 51191818,201.88,Shopping
1244,2026-01-02,EXXON #2715,129.1,Transport
1245,2025-06-22,XFINITY INTERNET,223.79,Utilities
1246,2026-04-24,BEST BUY #1197,11.07,Shopping
1247,2026-04-12,ACE HARDWARE 9212,1415.87,Housing
1248,2026-03-02,ZARA 0927,159.31,Shopping
1249,2025-11-26,MRI CENTER 46417,173.52,Healthcare
1250,2025-09-24,DIRECTV 258591,227.9,Utilities
1251,2026-03-24,DUOLINGO PLUS,504.4,Education
1252,2026-05-09,KHAN ACADEMY,557.17,Education
1253,2025-06-29,MINT MOBILE 14678,58.55,Utilities
1254,2025-07-08,PP*833258486,171.9,Ambiguous
1255,2026-03-20,LOWES #5450,1098.19,Housing
1256,2025-05-21,CAMPUS BOOKSTORE 9456,536.04,Education
1257,2025-11-03,UDEMY COURSE 9222206,619.24,Education
1258,2025-10-21,STEAM GAMES 51837606,29.87,Entertainment
1259,2025-08-25,PLURALSIGHT 3629344,262.94,Education
1260,2026-04-03,APPLE.COM/BILL,89.53,Shopping
1261,2026-02-01,YOUTUBE PREMIUM,11.86,Entertainment
1262,2026-03-05,ESPN+ SUBSCRIPTION,47.58,Entertainment
1263,2025-07-26,GRUBHUB ORDER 943985,11.63,Food
1264,2025-10-22,WASTE MGMT 51870,200.18,Utilities
1265,2025-10-29,BEST BUY #3136,313.8,Shopping
1266,2026-02-06,APARTMENT FEES 1331,1795.83,Housing
1267,2025-10-23,DUOLINGO PLUS,223.12,Education
1268,2025-07-09,CVS PHARMACY #6328,447.94,Healthcare
1269,2026-01-21,HOSPITAL BILL 406500,74.87,Healthcare
1270,2026-02-06,URGENT CARE 7347,386.42,Healthcare
1271,2026-05-06,PARKRIGHT 96695,37.57,Transport
1272,2025-11-16,ESPN+ SUBSCRIPTION,41.8,Entertainment
1273,2026-03-26,PARKRIGHT 96504,93.93,Transport
1274,2025-07-01,UNIVERSITY TUITION 85748,184.06,Education
1275,2025-08-19,SECURITY DEPOSIT 91450,1329.67,Housing
1276,2026-01-09,CHECKCARD 599648,444.95,Ambiguous
1277,2025-08-22,DENTAL OFFICE 4485,170.63,Healthcare
1278,2025-09-04,AMAZON.COM*136502491,346.83,Shopping
1279,2025-05-27,EDX COURSE 487368,796.74,Education
1280,2026-03-29,DOORDASH *ORDER 2007,77.08,Food
1281,2025-10-04,UNIVERSITY TUITION 25073,637.2,Education
1282,2026-05-12,FIVE GUYS 734,56.59,Food
1283,2025-11-21,MASTERCLASS SUB,636.09,Education
1284,2025-06-10,PEARSON EBOOK 745054,558.6,Education
1285,2025-06-24,ZARA 9285,183.14,Shopping
1286,2025-11-17,REGAL CINEMA 0249,26.5,Entertainment
1287,2025-07-31,AMTRAK TKT 096790,122.66,Transport
1288,2025-06-07,AT&T BILL 054364,65.15,Utilities
1289,2026-01-15,REGAL CINEMA 2795,48.08,Entertainment
1290,2026-05-10,SQ *05080184,153.67,Ambiguous
1291,2026-04-03,PARKING METER 1182,55.21,Transport
1292,2025-10-06,DUNKIN #5319,60.74,Food
1293,2025-05-16,PLAYSTATION STORE,49.07,Entertainment
1294,2026-03-15,ADIDAS #949732,311.07,Shopping
1295,2025-10-30,SQ *59202461,227.56,Ambiguous
1296,2025-05-31,AETNA COPAY 84325,446.85,Healthcare
1297,2025-10-25,AMC THEATRES #4946,35.67,Entertainment
1298,2026-01-20,EBAY PURCHASE 52500743,313.79,Shopping
1299,2025-09-06,BP FUEL 0554,115.82,Transport
1300,2025-06-12,SHELL PETROL STN 515,11.05,Transport
1301,2025-06-20,NANDOS #397,47.25,Food
1302,2026-05-12,SQ *63453372,150.36,Ambiguous
1303,2026-01-04,CHEVRON 2076,34.6,Transport
1304,2026-04-14,PAYMENT 394640,153.64,Ambiguous
1305,2025-10-28,UBER TRIP 6366,74.58,Transport
1306,2026-01-24,LABCORP 2322903,140.88,Healthcare
1307,2025-12-14,WENDYS #856,37.78,Food
1308,2025-12-19,TJ MAXX #6525,342.91,Shopping
1309,2025-07-25,MISCELLANEOUS 3733,155.16,Ambiguous
1310,2025-09-01,KHAN ACADEMY,359.45,Education
1311,2025-11-19,HULU 6424008,24.88,Entertainment
1312,2025-10-09,DENTAL OFFICE 3455,52.58,Healthcare
1313,2025-10-28,STUDENT LOAN PMT 226557,132.84,Education
1314,2025-07-15,MENARDS #3770,1767.56,Housing
1315,2025-09-03,TACO BELL #9772,76.04,Food
1316,2025-09-19,GAS UTILITY 79937,109.45,Utilities
1317,2026-02-15,EXAM FEE 33918,731.98,Education
1318,2025-05-22,CODECADEMY PRO,745.3,Education
1319,2025-06-07,RENT PMT NOV 1447,1280.49,Housing
1320,2025-07-08,GREYHOUND BUS 21352,13.96,Transport
1321,2026-04-02,MENARDS #9645,1287.52,Housing
1322,2026-02-06,AMAZON MKTPLACE 48197374,258.34,Shopping
1323,2026-03-02,HEALTH INS PMT 02259,299.67,Healthcare
1324,2025-11-08,DENTAL OFFICE 3804,221.86,Healthcare
1325,2026-02-21,DR NGUYEN MD 2568,219.23,Healthcare
1326,2026-04-19,BOOKING.COM 8754181,348.6,Housing
1327,2025-08-13,STUDY.COM 632967,662.28,Education
1328,2026-03-29,CITY BUS PASS 859,74.95,Transport
1329,2025-08-28,ACE HARDWARE 5175,712.86,Housing
1330,2026-02-05,COMCAST #02632,89.39,Utilities
1331,2026-02-18,HULU 6430098,17.75,Entertainment
1332,2025-07-22,CITY BUS PASS 103,61.71,Transport
1333,2025-07-18,MRI CENTER 77665,412.24,Healthcare
1334,2026-01-06,LOWES #7725,1158.1,Housing
1335,2026-01-26,GAS UTILITY 98089,54.39,Utilities
1336,2026-05-10,CVS PHARMACY #9656,129.09,Healthcare
1337,2025-05-30,MENARDS #0557,1725.48,Housing
1338,2025-06-27,KHAN ACADEMY,359.41,Education
1339,2026-01-09,SPOTIFY 42684145,35.05,Entertainment
1340,2025-07-09,ACE HARDWARE 8244,496.23,Housing
1341,2025-09-30,UDEMY COURSE 5456350,257.35,Education
1342,2025-10-29,XBOX GAME PASS,27.01,Entertainment
1343,2025-07-06,NIKE.COM 34352408,120.37,Shopping
1344,2025-06-29,KFC #6299,33.77,Food
1345,2025-06-01,TOTAL GAS 4633,79.48,Transport
1346,2026-03-08,STUBHUB #8440971,44.14,Entertainment
1347,2026-02-06,TARGET #2754,191.7,Shopping
1348,2025-10-02,SOLAR PANEL PMT 38156,127.25,Utilities
1349,2025-11-06,SOLAR PANEL PMT 23219,207.72,Utilities
1350,2025-06-01,CITY BUS PASS 745,50.27,Transport
1351,2025-10-14,COSTCO WHSE #5623,45.15,Shopping
1352,2026-05-09,ADIDAS #406409,125.39,Shopping
1353,2025-11-27,CODECADEMY PRO,34.7,Education
1354,2025-10-09,WATER UTILITY 66927,109.96,Utilities
1355,2025-07-07,SHELL PETROL STN 823,27.87,Transport
1356,2026-01-26,WALMART #1950,107.0,Shopping
1357,2025-07-09,VISION CENTER #009,52.67,Healthcare
1358,2025-07-10,HULU 6073375,40.43,Entertainment
1359,2025-11-10,MORTGAGE PMT 13542,525.18,Housing
1360,2025-06-27,EVENTBRITE 269789,31.7,Entertainment
1361,2025-11-23,SHERWIN WILLIAMS 0725,1737.64,Housing
1362,2026-03-07,REGAL CINEMA 3406,22.33,Entertainment
1363,2025-08-14,SPOTIFY 60256342,43.91,Entertainment
1364,2025-07-30,CHEGG STUDY 251790,633.37,Education
1365,2025-05-31,KHAN ACADEMY,661.26,Education
1366,2025-08-01,AIRBNB RESERVATION 03875099,415.55,Housing
1367,2025-05-26,COSTCO WHSE #0615,245.93,Shopping
1368,2025-06-06,COMMUNITY COLLEGE 9792,26.97,Education
1369,2026-03-12,TOTAL GAS 4647,142.22,Transport
1370,2025-08-04,UDEMY COURSE 4841376,206.96,Education
1371,2026-01-27,IKEA 898572,1988.81,Housing
1372,2025-07-30,WENDYS #7828,78.35,Food
1373,2025-07-02,VERIZON WIRELESS,151.5,Utilities
1374,2026-01-26,CITY BUS PASS 499,127.01,Transport
1375,2026-02-15,STUDENT LOAN PMT 198077,709.02,Education
1376,2026-03-02,WENDYS #32966,64.31,Food
1377,2026-01-09,STUDENT LOAN PMT 692743,108.01,Education
1378,2025-08-13,SHERWIN WILLIAMS 1020,726.11,Housing
1379,2026-03-03,XFINITY INTERNET,236.76,Utilities
1380,2025-10-16,SEWAGE SVC 0148,59.95,Utilities
1381,2026-02-05,WATER UTILITY 38578,185.27,Utilities
1382,2025-11-16,SUNOCO #0792,72.64,Transport
1383,2025-12-26,LYFT *RIDE 71199,139.58,Transport
1384,2026-01-14,EXXON #8519,37.51,Transport
1385,2026-03-12,EBAY PURCHASE 58066013,363.23,Shopping
1386,2025-10-18,CODECADEMY PRO,128.56,Education
1387,2025-12-17,MCDONALDS #572,53.87,Food
1388,2025-05-20,MISCELLANEOUS 2480,126.6,Ambiguous
1389,2025-12-31,CIGNA PREMIUM 60049,481.4,Healthcare
1390,2026-03-29,SEWAGE SVC 9757,153.23,Utilities
1391,2025-12-31,DISH NETWORK 17751,206.28,Utilities
